============================= test session starts ==============================
platform linux -- Python 3.12.3, pytest-9.0.2, pluggy-1.6.0 -- /home/spa/tobit-spa-ai/apps/api/.venv/bin/python3.12
cachedir: .pytest_cache
rootdir: /home/spa/tobit-spa-ai/apps/api
configfile: pytest.ini
testpaths: tests
plugins: anyio-4.12.1, langsmith-0.6.3, asyncio-1.3.0
    ret_value = fn(self, *arg, **kw)
                ^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 1286, in _prepare_impl
    self.session.flush()
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 4331, in flush
    self._flush(objects)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 4466, in _flush
    with util.safe_reraise():
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/util/langhelpers.py", line 224, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 4427, in _flush
    flush_context.execute()
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/unitofwork.py", line 466, in execute
    rec.execute(self)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/unitofwork.py", line 642, in execute
    util.preloaded.orm_persistence.save_obj(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py", line 93, in save_obj
    _emit_insert_statements(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py", line 1048, in _emit_insert_statements
    result = connection.execute(
             ^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1419, in execute
    return meth(
           ^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 527, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1641, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1846, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1986, in _exec_single_context
    self._handle_dbapi_exception(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2363, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/psycopg/cursor.py", line 117, in execute
    raise ex.with_traceback(None)
sqlalchemy.exc.ProgrammingError: (psycopg.errors.UndefinedColumn) "route" 칼럼은 "tb_execution_trace" 릴레이션(relation)에 없음
LINE 1: ...ces", answer, ui_render, audit_links, flow_spans, route, sta...
                                                             ^
[SQL: INSERT INTO tb_execution_trace (trace_id, parent_trace_id, feature, endpoint, method, ops_mode, question, status, duration_ms, request_payload, applied_assets, asset_versions, fallbacks, plan_raw, plan_validated, execution_steps, "references", answer, ui_render, audit_links, flow_spans, route, stage_inputs, stage_outputs, replan_events, created_at) VALUES (%(trace_id)s::VARCHAR, %(parent_trace_id)s::VARCHAR, %(feature)s::VARCHAR, %(endpoint)s::VARCHAR, %(method)s::VARCHAR, %(ops_mode)s::VARCHAR, %(question)s::VARCHAR, %(status)s::VARCHAR, %(duration_ms)s::INTEGER, %(request_payload)s::JSON, %(applied_assets)s::JSON, %(asset_versions)s::JSON, %(fallbacks)s::JSON, %(plan_raw)s::JSON, %(plan_validated)s::JSON, %(execution_steps)s::JSON, %(references)s::JSON, %(answer)s::JSON, %(ui_render)s::JSON, %(audit_links)s::JSON, %(flow_spans)s::JSON, %(route)s::VARCHAR, %(stage_inputs)s::JSON, %(stage_outputs)s::JSON, %(replan_events)s::JSON, %(created_at)s::TIMESTAMP WITH TIME ZONE)]
[parameters: {'trace_id': 'a8198dfa31e74921bce725e7c6917625', 'parent_trace_id': None, 'feature': 'all', 'endpoint': '/ops/query', 'method': 'POST', 'ops_mode': 'real', 'question': 'stub question', 'status': 'error', 'duration_ms': 214, 'request_payload': Json({'question': 'stub question', 'mode ... (44 chars)), 'applied_assets': Json({'prompt': None, 'policy': None, 'm ... (79 chars)), 'asset_versions': Json(None), 'fallbacks': Json({'prompt': True, 'policy': True, 'm ... (65 chars)), 'plan_raw': Json(None), 'plan_validated': Json(None), 'execution_steps': Json([]), 'references': Json([]), 'answer': Json({'envelope_meta': {'route': 'all',  ... (592 chars)), 'ui_render': Json(None), 'audit_links': Json({'related_audit_log_ids': []}), 'flow_spans': Json(None), 'route': 'orch', 'stage_inputs': Json([]), 'stage_outputs': Json([]), 'replan_events': Json([]), 'created_at': datetime.datetime(2026, 1, 22, 8, 58, 17, 64186)}]
(Background on this error at: https://sqlalche.me/e/20/f405) taskName=None asctime=2026-01-22T17:58:17+0900
------------------------------ Captured log call -------------------------------
DEBUG    root:client.py:32 LLM create_response: model=gpt-5-nano, input=[{'role': 'system', 'content': 'You are a deterministic LangGraph planner/aggregator.\n'}, {'role': 
DEBUG    openai._base_client:_base_client.py:482 Request options: {'method': 'post', 'url': '/responses', 'files': None, 'idempotency_key': 'stainless-python-retry-2dd91263-688d-4fea-8c19-7b13c21d3f7f', 'json_data': {'input': [{'role': 'system', 'content': 'You are a deterministic LangGraph planner/aggregator.\n'}, {'role': 'user', 'content': 'You are orchestrating OPS queries. The question is:\nstub question\n\nReturn only JSON that follows this schema:\n{\n  "run_metric": bool,\n  "run_hist": bool,\n  "run_graph": bool,\n  "time_hint": str | null,\n  "metric_hint": str | null,\n  "ci_hint": str | null\n}\n\nChoose the minimum set of executors needed to answer the question.\nHint fields help suffix the question to narrow the scope.\nIf unsure prefer both metric and hist.\n'}], 'model': 'gpt-5-nano', 'stream': False, 'temperature': 0.1, 'tools': None}}
DEBUG    openai._base_client:_base_client.py:978 Sending HTTP Request: POST https://api.openai.com/v1/responses
DEBUG    httpcore.http11:_trace.py:47 send_request_headers.started request=<Request [b'POST']>
DEBUG    httpcore.http11:_trace.py:47 send_request_headers.complete
DEBUG    httpcore.http11:_trace.py:47 send_request_body.started request=<Request [b'POST']>
DEBUG    httpcore.http11:_trace.py:47 send_request_body.complete
DEBUG    httpcore.http11:_trace.py:47 receive_response_headers.started request=<Request [b'POST']>
DEBUG    httpcore.http11:_trace.py:47 receive_response_headers.complete return_value=(b'HTTP/1.1', 400, b'Bad Request', [(b'Date', b'Thu, 22 Jan 2026 08:58:18 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'191'), (b'Connection', b'keep-alive'), (b'openai-version', b'2020-10-01'), (b'openai-organization', b'user-kaavui2jbkapfiamtwmmzph7'), (b'openai-project', b'proj_qScKRtu1GYNIlwsdnYLEkSAp'), (b'x-request-id', b'req_8996a0f283f0479c8d452637ec5ac681'), (b'openai-processing-ms', b'30'), (b'x-envoy-upstream-service-time', b'32'), (b'cf-cache-status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'Server', b'cloudflare'), (b'CF-RAY', b'9c1dd9456a38e9fd-ICN'), (b'alt-svc', b'h3=":443"; ma=86400')])
INFO     httpx:_client.py:1025 HTTP Request: POST https://api.openai.com/v1/responses "HTTP/1.1 400 Bad Request"
DEBUG    httpcore.http11:_trace.py:47 receive_response_body.started request=<Request [b'POST']>
DEBUG    httpcore.http11:_trace.py:47 receive_response_body.complete
DEBUG    httpcore.http11:_trace.py:47 response_closed.started
DEBUG    httpcore.http11:_trace.py:47 response_closed.complete
DEBUG    openai._base_client:_base_client.py:1016 HTTP Response: POST https://api.openai.com/v1/responses "400 Bad Request" Headers({'date': 'Thu, 22 Jan 2026 08:58:18 GMT', 'content-type': 'application/json', 'content-length': '191', 'connection': 'keep-alive', 'openai-version': '2020-10-01', 'openai-organization': 'user-kaavui2jbkapfiamtwmmzph7', 'openai-project': 'proj_qScKRtu1GYNIlwsdnYLEkSAp', 'x-request-id': 'req_8996a0f283f0479c8d452637ec5ac681', 'openai-processing-ms': '30', 'x-envoy-upstream-service-time': '32', 'cf-cache-status': 'DYNAMIC', 'strict-transport-security': 'max-age=31536000; includeSubDomains; preload', 'x-content-type-options': 'nosniff', 'server': 'cloudflare', 'cf-ray': '9c1dd9456a38e9fd-ICN', 'alt-svc': 'h3=":443"; ma=86400'})
DEBUG    openai._base_client:_base_client.py:1024 request_id: req_8996a0f283f0479c8d452637ec5ac681
DEBUG    openai._base_client:_base_client.py:1029 Encountered httpx.HTTPStatusError
Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/openai/_base_client.py", line 1027, in request
    response.raise_for_status()
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/httpx/_models.py", line 829, in raise_for_status
    raise HTTPStatusError(message, request=request, response=self)
httpx.HTTPStatusError: Client error '400 Bad Request' for url 'https://api.openai.com/v1/responses'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400
DEBUG    openai._base_client:_base_client.py:782 Not retrying
DEBUG    openai._base_client:_base_client.py:1046 Re-raising status error
ERROR    root:langgraph.py:45 LangGraph plan failed
Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/ops/services/langgraph.py", line 43, in run
    plan = self._plan(question)
           ^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/ops/services/langgraph.py", line 92, in _plan
    response = self._call_llm(prompt, system_prompt)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/ops/services/langgraph.py", line 160, in _call_llm
    response = self._llm.create_response(
               ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/llm/client.py", line 33, in create_response
    return self.client.responses.create(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/openai/resources/responses/responses.py", line 866, in create
    return self._post(
           ^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/openai/_base_client.py", line 1259, in post
    return cast(ResponseT, self.request(cast_to, opts, stream=stream, stream_cls=stream_cls))
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/openai/_base_client.py", line 1047, in request
    raise self._make_status_error_from_response(err.response) from None
openai.BadRequestError: Error code: 400 - {'error': {'message': "Unsupported parameter: 'temperature' is not supported with this model.", 'type': 'invalid_request_error', 'param': 'temperature', 'code': None}}
INFO     sqlalchemy.engine.Engine:base.py:2710 BEGIN (implicit)
INFO     sqlalchemy.engine.Engine:base.py:1846 INSERT INTO tb_execution_trace (trace_id, parent_trace_id, feature, endpoint, method, ops_mode, question, status, duration_ms, request_payload, applied_assets, asset_versions, fallbacks, plan_raw, plan_validated, execution_steps, "references", answer, ui_render, audit_links, flow_spans, route, stage_inputs, stage_outputs, replan_events, created_at) VALUES (%(trace_id)s::VARCHAR, %(parent_trace_id)s::VARCHAR, %(feature)s::VARCHAR, %(endpoint)s::VARCHAR, %(method)s::VARCHAR, %(ops_mode)s::VARCHAR, %(question)s::VARCHAR, %(status)s::VARCHAR, %(duration_ms)s::INTEGER, %(request_payload)s::JSON, %(applied_assets)s::JSON, %(asset_versions)s::JSON, %(fallbacks)s::JSON, %(plan_raw)s::JSON, %(plan_validated)s::JSON, %(execution_steps)s::JSON, %(references)s::JSON, %(answer)s::JSON, %(ui_render)s::JSON, %(audit_links)s::JSON, %(flow_spans)s::JSON, %(route)s::VARCHAR, %(stage_inputs)s::JSON, %(stage_outputs)s::JSON, %(replan_events)s::JSON, %(created_at)s::TIMESTAMP WITH TIME ZONE)
INFO     sqlalchemy.engine.Engine:base.py:1846 [cached since 4.63s ago] {'trace_id': 'a8198dfa31e74921bce725e7c6917625', 'parent_trace_id': None, 'feature': 'all', 'endpoint': '/ops/query', 'method': 'POST', 'ops_mode': 'real', 'question': 'stub question', 'status': 'error', 'duration_ms': 214, 'request_payload': Json({'question': 'stub question', 'mode ... (44 chars)), 'applied_assets': Json({'prompt': None, 'policy': None, 'm ... (79 chars)), 'asset_versions': Json(None), 'fallbacks': Json({'prompt': True, 'policy': True, 'm ... (65 chars)), 'plan_raw': Json(None), 'plan_validated': Json(None), 'execution_steps': Json([]), 'references': Json([]), 'answer': Json({'envelope_meta': {'route': 'all',  ... (592 chars)), 'ui_render': Json(None), 'audit_links': Json({'related_audit_log_ids': []}), 'flow_spans': Json(None), 'route': 'orch', 'stage_inputs': Json([]), 'stage_outputs': Json([]), 'replan_events': Json([]), 'created_at': datetime.datetime(2026, 1, 22, 8, 58, 17, 64186)}
INFO     sqlalchemy.engine.Engine:base.py:2713 ROLLBACK
ERROR    root:__init__.py:164 ops.trace.persist_failed
Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/psycopg/cursor.py", line 117, in execute
    raise ex.with_traceback(None)
psycopg.errors.UndefinedColumn: "route" 칼럼은 "tb_execution_trace" 릴레이션(relation)에 없음
LINE 1: ...ces", answer, ui_render, audit_links, flow_spans, route, sta...
                                                             ^

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/ops/services/__init__.py", line 145, in handle_ops_query
    persist_execution_trace(
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/inspector/service.py", line 208, in persist_execution_trace
    return create_execution_trace(session, trace_entry)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/app/modules/inspector/crud.py", line 20, in create_execution_trace
    session.commit()
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 2030, in commit
    trans.commit(_to_root=True)
  File "<string>", line 2, in commit
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/state_changes.py", line 137, in _go
    ret_value = fn(self, *arg, **kw)
                ^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 1311, in commit
    self._prepare_impl()
  File "<string>", line 2, in _prepare_impl
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/state_changes.py", line 137, in _go
    ret_value = fn(self, *arg, **kw)
                ^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 1286, in _prepare_impl
    self.session.flush()
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 4331, in flush
    self._flush(objects)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 4466, in _flush
    with util.safe_reraise():
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/util/langhelpers.py", line 224, in __exit__
    raise exc_value.with_traceback(exc_tb)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/session.py", line 4427, in _flush
    flush_context.execute()
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/unitofwork.py", line 466, in execute
    rec.execute(self)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/unitofwork.py", line 642, in execute
    util.preloaded.orm_persistence.save_obj(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py", line 93, in save_obj
    _emit_insert_statements(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/orm/persistence.py", line 1048, in _emit_insert_statements
    result = connection.execute(
             ^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1419, in execute
    return meth(
           ^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/sql/elements.py", line 527, in _execute_on_connection
    return connection._execute_clauseelement(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1641, in _execute_clauseelement
    ret = self._execute_context(
          ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1846, in _execute_context
    return self._exec_single_context(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1986, in _exec_single_context
    self._handle_dbapi_exception(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 2363, in _handle_dbapi_exception
    raise sqlalchemy_exception.with_traceback(exc_info[2]) from e
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/base.py", line 1967, in _exec_single_context
    self.dialect.do_execute(
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/sqlalchemy/engine/default.py", line 952, in do_execute
    cursor.execute(statement, parameters)
  File "/home/spa/tobit-spa-ai/apps/api/.venv/lib/python3.12/site-packages/psycopg/cursor.py", line 117, in execute
    raise ex.with_traceback(None)
sqlalchemy.exc.ProgrammingError: (psycopg.errors.UndefinedColumn) "route" 칼럼은 "tb_execution_trace" 릴레이션(relation)에 없음
LINE 1: ...ces", answer, ui_render, audit_links, flow_spans, route, sta...
                                                             ^
[SQL: INSERT INTO tb_execution_trace (trace_id, parent_trace_id, feature, endpoint, method, ops_mode, question, status, duration_ms, request_payload, applied_assets, asset_versions, fallbacks, plan_raw, plan_validated, execution_steps, "references", answer, ui_render, audit_links, flow_spans, route, stage_inputs, stage_outputs, replan_events, created_at) VALUES (%(trace_id)s::VARCHAR, %(parent_trace_id)s::VARCHAR, %(feature)s::VARCHAR, %(endpoint)s::VARCHAR, %(method)s::VARCHAR, %(ops_mode)s::VARCHAR, %(question)s::VARCHAR, %(status)s::VARCHAR, %(duration_ms)s::INTEGER, %(request_payload)s::JSON, %(applied_assets)s::JSON, %(asset_versions)s::JSON, %(fallbacks)s::JSON, %(plan_raw)s::JSON, %(plan_validated)s::JSON, %(execution_steps)s::JSON, %(references)s::JSON, %(answer)s::JSON, %(ui_render)s::JSON, %(audit_links)s::JSON, %(flow_spans)s::JSON, %(route)s::VARCHAR, %(stage_inputs)s::JSON, %(stage_outputs)s::JSON, %(replan_events)s::JSON, %(created_at)s::TIMESTAMP WITH TIME ZONE)]
[parameters: {'trace_id': 'a8198dfa31e74921bce725e7c6917625', 'parent_trace_id': None, 'feature': 'all', 'endpoint': '/ops/query', 'method': 'POST', 'ops_mode': 'real', 'question': 'stub question', 'status': 'error', 'duration_ms': 214, 'request_payload': Json({'question': 'stub question', 'mode ... (44 chars)), 'applied_assets': Json({'prompt': None, 'policy': None, 'm ... (79 chars)), 'asset_versions': Json(None), 'fallbacks': Json({'prompt': True, 'policy': True, 'm ... (65 chars)), 'plan_raw': Json(None), 'plan_validated': Json(None), 'execution_steps': Json([]), 'references': Json([]), 'answer': Json({'envelope_meta': {'route': 'all',  ... (592 chars)), 'ui_render': Json(None), 'audit_links': Json({'related_audit_log_ids': []}), 'flow_spans': Json(None), 'route': 'orch', 'stage_inputs': Json([]), 'stage_outputs': Json([]), 'replan_events': Json([]), 'created_at': datetime.datetime(2026, 1, 22, 8, 58, 17, 64186)}]
(Background on this error at: https://sqlalche.me/e/20/f405)
_________________ TestRolePermissions.test_manager_permissions _________________

self = <test_permissions.TestRolePermissions object at 0x7f4b91223ad0>

    def developer_user(session: Session) -> TbUser:
        """Create a developer user."""
        user = TbUser(
            id="dev-001",
>           email="dev@example.com",
            username="Developer",
            password_hash=get_password_hash("dev123"),
            role=UserRole.DEVELOPER,
            tenant_id="t1",
            is_active=True,
        )
E       AssertionError: assert <ResourcePermission.API_DELETE: 'api:delete'> in [<ResourcePermission.API_READ: 'api:read'>, <ResourcePermission.API_CREATE: 'api:create'>, <ResourcePermission.API_UPDATE: 'api:update'>, <ResourcePermission.API_EXECUTE: 'api:execute'>, <ResourcePermission.API_EXPORT: 'api:export'>, <ResourcePermission.CI_READ: 'ci:read'>, ...]
E        +  where <ResourcePermission.API_DELETE: 'api:delete'> = ResourcePermission.API_DELETE

tests/test_permissions.py:132: AssertionError
______________ TestScreenEditorAuth.test_save_draft_requires_auth ______________

self = <test_screen_editor_auth.TestScreenEditorAuth object at 0x7f4b912780b0>
client = <starlette.testclient.TestClient object at 0x7f4b8f263830>

    def test_save_draft_requires_auth(self, client):
        """Test that save draft endpoint requires authentication."""
        # Try to POST without token
        response = client.post(
            "/asset-registry/assets",
            json={
                "asset_type": "screen",
                "screen_id": "test-screen",
                "name": "Test Screen",
                "description": "Test",
                "schema_json": {
                    "screen_id": "test-screen",
                    "layout": {"type": "dashboard"},
                    "components": [],
                    "state": {"initial": {}},
                },
            }
        )
    
        # Should return 401 Unauthorized
>       assert response.status_code == 401
E       assert 500 == 401
E        +  where 500 = <Response [500 Internal Server Error]>.status_code

tests/test_screen_editor_auth.py:72: AssertionError
----------------------------- Captured stderr call -----------------------------
2026-01-22T17:58:22+0900 DEBUG asyncio request_id=- tenant_id=- trace_id=- mode=- Using selector: EpollSelector taskName=None asctime=2026-01-22T17:58:22+0900
2026-01-22T17:58:22+0900 INFO httpx request_id=- tenant_id=- trace_id=- mode=- HTTP Request: POST http://testserver/asset-registry/assets "HTTP/1.1 500 Internal Server Error" taskName=None asctime=2026-01-22T17:58:22+0900
------------------------------ Captured log call -------------------------------
DEBUG    asyncio:selector_events.py:64 Using selector: EpollSelector
INFO     httpx:_client.py:1025 HTTP Request: POST http://testserver/asset-registry/assets "HTTP/1.1 500 Internal Server Error"
_______________ TestScreenEditorAuth.test_invalid_token_rejected _______________

self = <test_screen_editor_auth.TestScreenEditorAuth object at 0x7f4b9127af30>
client = <starlette.testclient.TestClient object at 0x7f4b8f11dc40>

    def test_invalid_token_rejected(self, client):
        """Test that invalid token is rejected."""
        response = client.post(
            "/asset-registry/assets",
            json={
                "asset_type": "screen",
                "screen_id": "test-screen",
                "name": "Test Screen",
                "description": "Test",
                "schema_json": {
                    "screen_id": "test-screen",
                    "layout": {"type": "dashboard"},
                    "components": [],
                    "state": {"initial": {}},
                },
            },
            headers={"Authorization": "Bearer invalid.token.here"},
        )
    
        # Should return 401
>       assert response.status_code == 401
E       assert 500 == 401
E        +  where 500 = <Response [500 Internal Server Error]>.status_code

tests/test_screen_editor_auth.py:117: AssertionError
----------------------------- Captured stderr call -----------------------------
2026-01-22T17:58:22+0900 DEBUG asyncio request_id=- tenant_id=- trace_id=- mode=- Using selector: EpollSelector taskName=None asctime=2026-01-22T17:58:22+0900
2026-01-22T17:58:23+0900 INFO httpx request_id=- tenant_id=- trace_id=- mode=- HTTP Request: POST http://testserver/asset-registry/assets "HTTP/1.1 500 Internal Server Error" taskName=None asctime=2026-01-22T17:58:23+0900
------------------------------ Captured log call -------------------------------
DEBUG    asyncio:selector_events.py:64 Using selector: EpollSelector
INFO     httpx:_client.py:1025 HTTP Request: POST http://testserver/asset-registry/assets "HTTP/1.1 500 Internal Server Error"
_________ TestScreenEditorAuth.test_missing_authorization_header_error _________

self = <test_screen_editor_auth.TestScreenEditorAuth object at 0x7f4b9127b260>
client = <starlette.testclient.TestClient object at 0x7f4b9127aff0>

    def test_missing_authorization_header_error(self, client):
        """Test that missing auth header returns proper error message."""
        response = client.post(
            "/asset-registry/assets",
            json={
                "asset_type": "screen",
                "screen_id": "test-screen",
                "name": "Test Screen",
                "description": "Test",
                "schema_json": {
                    "screen_id": "test-screen",
                    "layout": {"type": "dashboard"},
                    "components": [],
                    "state": {"initial": {}},
                },
            }
        )
    
        # Should return 401 with "Missing authorization header"
>       assert response.status_code == 401
E       assert 500 == 401
E        +  where 500 = <Response [500 Internal Server Error]>.status_code

tests/test_screen_editor_auth.py:138: AssertionError
----------------------------- Captured stderr call -----------------------------
2026-01-22T17:58:24+0900 DEBUG asyncio request_id=- tenant_id=- trace_id=- mode=- Using selector: EpollSelector taskName=None asctime=2026-01-22T17:58:24+0900
2026-01-22T17:58:24+0900 INFO httpx request_id=- tenant_id=- trace_id=- mode=- HTTP Request: POST http://testserver/asset-registry/assets "HTTP/1.1 500 Internal Server Error" taskName=None asctime=2026-01-22T17:58:24+0900
------------------------------ Captured log call -------------------------------
DEBUG    asyncio:selector_events.py:64 Using selector: EpollSelector
INFO     httpx:_client.py:1025 HTTP Request: POST http://testserver/asset-registry/assets "HTTP/1.1 500 Internal Server Error"
_______________ test_list_maintenance_filtered_with_state_patch ________________

mock_session = <MagicMock id='139962499591936'>

    @pytest.mark.asyncio
    async def test_list_maintenance_filtered_with_state_patch(mock_session):
        """
        Test Case A: Read-only list action with state_patch
    
        Demonstrates:
        - Action execution returns state_patch
        - State patch contains maintenance_list and pagination info
        - Trace can be recorded with applied_assets
        """
        from app.modules.ops.services.action_registry import (
            handle_list_maintenance_filtered,
        )
    
        inputs = {
            "device_id": "",
            "offset": 0,
            "limit": 20,
        }
    
        context = {
            "tenant_id": "t1",
            "mode": "real",
        }
    
        # Mock external dependencies
>       with patch('app.modules.ops.services.action_registry.get_pg_connection') as mock_pg_func, \
             patch('app.modules.ops.services.action_registry.load_text') as mock_load, \
             patch('app.modules.ops.services.action_registry.get_settings'):

tests/test_ui_actions_with_traces.py:68: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
